glottocode,lang,language,idiom,type,segment,segment_source,segment_type,source,page,comment,contributer,date
khva1239,Inkhoqwari,Inkhoqwari,Inkhokvari,village,χ,χ,consonant,kibrikkodzasov1990,327,,George Moroz,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,i,i,vowel,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,e,e,vowel,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,æ,ä,vowel,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,y,ü,vowel,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ø,ö,vowel,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ɨ,ɨ,vowel,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,u,u,vowel,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,o,o,vowel,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,a,a,vowel,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,aː,a:,vowel,kibrikkodzasov1990,346–347,"Вопрос о долгих требует дальнейшего исследования. Как и в Будухе, удлиннение в некоторых случаях может отражать не сегментный контраст, а просодические влияния",Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,oː,o:,vowel,kibrikkodzasov1990,346–347,"Вопрос о долгих требует дальнейшего исследования. Как и в Будухе, удлиннение в некоторых случаях может отражать не сегментный контраст, а просодические влияния",Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,uː,u:,vowel,kibrikkodzasov1990,346–347,"Вопрос о долгих требует дальнейшего исследования. Как и в Будухе, удлиннение в некоторых случаях может отражать не сегментный контраст, а просодические влияния",Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,eː,e:,vowel,kibrikkodzasov1990,346–347,"Вопрос о долгих требует дальнейшего исследования. Как и в Будухе, удлиннение в некоторых случаях может отражать не сегментный контраст, а просодические влияния",Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,iː,i:,vowel,kibrikkodzasov1990,346–347,"Вопрос о долгих требует дальнейшего исследования. Как и в Будухе, удлиннение в некоторых случаях может отражать не сегментный контраст, а просодические влияния",Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,b,b,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,p,p̃,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,pʰ,p,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,p',p',consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,f,f,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,v,v,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,d,d,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,t,t̃,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,tʰ,t,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,t',t',consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ts,c̃,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,tsʰ,c,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ts',c',consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,z,z,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,s,s,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,dʒ,ǯ,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,tʃ,c̃̌,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,tʃʰ,č,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,tʃ',č',consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ʒ,ž,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ʃ,š,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ɡ,g,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,k,k̃,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,kʰ,k,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,k',k',consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ɣ,ǧ,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,x,x,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ɢ,ɢ,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,q,q̃,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,qʰ,q,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,q',q',consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ʁ,ʀ,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,χ,χ,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ʢ,ʕ,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ʜ,ʜ,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ʔ,ʔ,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,h,h,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,m,m,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,n,n,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,l,l,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,r,r,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,j,j,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ɟ,gy,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,c,k̃y,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,cʰ,ky,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,c',k'y,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ɟ,ǧy,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ç,xy,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
khin1240,Khinalugh,Khinalugh,Khynalyg,village,ʎ,ly,consonant,kibrikkodzasov1990,346–347,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,a,a,vowel,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,æ,ä,vowel,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,e,e,vowel,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,i,i,vowel,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ɨ,ɨ,vowel,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,o,o,vowel,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ø,ö,vowel,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,u,u,vowel,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,y,ü,vowel,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,b,b,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,d,d,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,dz,ʒ,consonant,kibrikkodzasov1990,345,свободно варьирует с IzI во многих словах,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,dʒ,ǯ,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,f,f,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ɡ,g,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ɡʷ,g˳,consonant,kibrikkodzasov1990,345,контраст по лабиализованности обнаруживается лишь в начале слога,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ɢ,ɢ,consonant,kibrikkodzasov1990,345,"в начале слова оглушается, интервокальное ɢɢ = Iq̃q̃I",Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ɢʷ,ɢ˳,consonant,kibrikkodzasov1990,345,контраст по лабиализованности обнаруживается лишь в начале слога,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ɣ,ǧ,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ɣʷ,ǧ˳,consonant,kibrikkodzasov1990,345,контраст по лабиализованности обнаруживается лишь в начале слога,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,h,h,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ʜ,ʜ,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,j,j,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,kʰ,k,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,k',k',consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,k'ʷ,k'˳,consonant,kibrikkodzasov1990,345,контраст по лабиализованности обнаруживается лишь в начале слога,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,kʰʷ,k˳,consonant,kibrikkodzasov1990,345,контраст по лабиализованности обнаруживается лишь в начале слога,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,l,l,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,m,m,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,n,n,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,pʰ,p,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,p',p',consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,qʰ,q,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,q',q',consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,q'ʷ,q'˳,consonant,kibrikkodzasov1990,345,контраст по лабиализованности обнаруживается лишь в начале слога,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,qʰʷ,q˳,consonant,kibrikkodzasov1990,345,контраст по лабиализованности обнаруживается лишь в начале слога,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,r,r,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ʁ,ʀ,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ʁʷ,ʀ˳,consonant,kibrikkodzasov1990,345,контраст по лабиализованности обнаруживается лишь в начале слога,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,s,s,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ʃ,š,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,tʰ,t,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,t',t',consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,tsʰ,c,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ts',c',consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,tʃʰ,č,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,tʃ',č',consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,v,v,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,x,x,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,xʷ,x˳,consonant,kibrikkodzasov1990,345,контраст по лабиализованности обнаруживается лишь в начале слога,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,z,z,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ʒ,ž,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ʔ,ʔ,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,ʢ,ʕ,consonant,kibrikkodzasov1990,345,"по-видимому, обязателен в начале слова перед IaI, за которым следует абруптив",Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,χ,χ,consonant,kibrikkodzasov1990,345,,Viola Ivanova,2017.05.06
kryt1240,Kryz,Kryz,Kryz,village,χʷ,χ˳,consonant,kibrikkodzasov1990,345,контраст по лабиализованности обнаруживается лишь в начале слога,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,a,a,vowel,kibrikkodzasov1990,333,"обычно реализуется звуком нейтрального подъема, средне-широкого раствора, т.е. IâI (раствор шире, чем у IəI). Другие варианты: ≈IoI перед w, ≈IeI перед j, ≈IaI рядом с увулярными",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,aː,a:,vowel,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,aˤ,aI,vowel,kibrikkodzasov1990,333,фарингализация расширяет гласные и смещает их вперед,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,aˤː,a:I,vowel,kibrikkodzasov1990,333,фарингализация расширяет гласные и смещает их вперед,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,i,i,vowel,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,iː,i:,vowel,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,iˤ,iI,vowel,kibrikkodzasov1990,333,фарингализация расширяет гласные и смещает их вперед,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,iˤː,i:I,vowel,kibrikkodzasov1990,333,фарингализация расширяет гласные и смещает их вперед,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,u,u,vowel,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,uː,u:,vowel,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,uˤ,uI,vowel,kibrikkodzasov1990,333,фарингализация расширяет гласные и смещает их вперед,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,uˤː,u:I,vowel,kibrikkodzasov1990,333,фарингализация расширяет гласные и смещает их вперед,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,b,b,consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,d,d,consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,ɡ,g,consonant,kibrikkodzasov1990,333,наблюдается прогрессивная палатализация велярных после i,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,ɡʷ,g˳,consonant,kibrikkodzasov1990,333,"фонетическая реализация лабиализации при заднеязычных: некоторое выдвижение губ (между w и β). Фонетическому различию соответствует различие в распределении: сибилянты контрастируют по лабиализации перед u, а заднеязычные в этой позиции контраста не имеют (автоматическая выдвинутая лабиализация).",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,h,h,consonant,kibrikkodzasov1990,333,в фарингализованных слогах реализуются как эпиглоттальные ларингалы,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,j,j,consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,kʰ,k,consonant,kibrikkodzasov1990,333,наблюдается прогрессивная палатализация велярных после i,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,k',k',consonant,kibrikkodzasov1990,333,наблюдается прогрессивная палатализация велярных после i,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,k'ʷ,k'˳,consonant,kibrikkodzasov1990,333,"фонетическая реализация лабиализации при заднеязычных: некоторое выдвижение губ (между w и β). Фонетическому различию соответствует различие в распределении: сибилянты контрастируют по лабиализации перед u, а заднеязычные в этой позиции контраста не имеют (автоматическая выдвинутая лабиализация).",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,kː,k̄,consonant,kibrikkodzasov1990,333,"сильные согласные реализуются напряженными непридыхательными краткими в начале слога (в начале слова и после согласного в середине), напряженными геминатами в интервокальной позиции, а в конце слога ослабляются",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,kːʷ,k̄˳,consonant,kibrikkodzasov1990,333,"фонетическая реализация лабиализации при заднеязычных: некоторое выдвижение губ (между w и β). Фонетическому различию соответствует различие в распределении: сибилянты контрастируют по лабиализации перед u, а заднеязычные в этой позиции контраста не имеют (автоматическая выдвинутая лабиализация).",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,kʰʷ,k˳,consonant,kibrikkodzasov1990,333,"фонетическая реализация лабиализации при заднеязычных: некоторое выдвижение губ (между w и β). Фонетическому различию соответствует различие в распределении: сибилянты контрастируют по лабиализации перед u, а заднеязычные в этой позиции контраста не имеют (автоматическая выдвинутая лабиализация).",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,l,l,consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,m,m,consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,n,n,consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,pʰ,p,consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,p',p',consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,pː,p̄,consonant,kibrikkodzasov1990,333,"сильные согласные реализуются напряженными непридыхательными краткими в начале слога (в начале слова и после согласного в середине), напряженными геминатами в интервокальной позиции, а в конце слога ослабляются",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,qʰ,q,consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,q',q',consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,q'ʷ,q'˳,consonant,kibrikkodzasov1990,333,"фонетическая реализация лабиализации при заднеязычных: некоторое выдвижение губ (между w и β). Фонетическому различию соответствует различие в распределении: сибилянты контрастируют по лабиализации перед u, а заднеязычные в этой позиции контраста не имеют (автоматическая выдвинутая лабиализация).",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,qː,q̄,consonant,kibrikkodzasov1990,333,"сильные согласные реализуются напряженными непридыхательными краткими в начале слога (в начале слова и после согласного в середине), напряженными геминатами в интервокальной позиции, а в конце слога ослабляются",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,qːʷ,q̄˳,consonant,kibrikkodzasov1990,333,"фонетическая реализация лабиализации при заднеязычных: некоторое выдвижение губ (между w и β). Фонетическому различию соответствует различие в распределении: сибилянты контрастируют по лабиализации перед u, а заднеязычные в этой позиции контраста не имеют (автоматическая выдвинутая лабиализация).",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,qʰʷ,q˳,consonant,kibrikkodzasov1990,333,"фонетическая реализация лабиализации при заднеязычных: некоторое выдвижение губ (между w и β). Фонетическому различию соответствует различие в распределении: сибилянты контрастируют по лабиализации перед u, а заднеязычные в этой позиции контраста не имеют (автоматическая выдвинутая лабиализация).",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,r,r,consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,ʁ,ʀ,consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,ʁʷ,ʀ˳,consonant,kibrikkodzasov1990,333,"фонетическая реализация лабиализации при заднеязычных: некоторое выдвижение губ (между w и β). Фонетическому различию соответствует различие в распределении: сибилянты контрастируют по лабиализации перед u, а заднеязычные в этой позиции контраста не имеют (автоматическая выдвинутая лабиализация).",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,s,s,consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,sː,s̄,consonant,kibrikkodzasov1990,333,"сильные согласные реализуются напряженными непридыхательными краткими в начале слога (в начале слова и после согласного в середине), напряженными геминатами в интервокальной позиции, а в конце слога ослабляются",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,sːʷ,s̄˳,consonant,kibrikkodzasov1990,333,"фонетическая реализация лабиализации при сибилянтах: вертикальное сужение губ, выдвижения вперед нет; губная преграда при смычных ≈ p, при фрикативных ≈ ɸ или ≈ β (в зависимости от глухости/звонкости звука); губная преграда раскрывается одновременно с язычной или даже раньше",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,sʷ,s˳,consonant,kibrikkodzasov1990,333,"фонетическая реализация лабиализации при сибилянтах: вертикальное сужение губ, выдвижения вперед нет; губная преграда при смычных ≈ p, при фрикативных ≈ ɸ или ≈ β (в зависимости от глухости/звонкости звука); губная преграда раскрывается одновременно с язычной или даже раньше",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,ʃ,š,consonant,kibrikkodzasov1990,333,,Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,ʃː,s̄̌,consonant,kibrikkodzasov1990,333,"сильные согласные реализуются напряженными непридыхательными краткими в начале слога (в начале слова и после согласного в середине), напряженными геминатами в интервокальной позиции, а в конце слога ослабляются",Viola Ivanova,2017.05.06
lakk1252,Lak,Lak,Khosrekh,village,ʃːʷ,s̄̌˳,consonant,kibrikkodzasov1990,333,"фонетическая реализация лабиализации при сибилянтах: вертикальное сужение губ, выдвижения вперед нет; губная преграда при смычных ≈ p, при фрикативных ≈ ɸ или ≈ β (в зависимости от глухости/звонкости звука); губная преграда раскрывается одновременно с язычной или даже раньше",Viola Ivanova,2017.05.06
