glottocode,lang,language,idiom,type,segment,segment_source,segment_type,source,page,comment,contributer,date
avar1256,Avar,Avar,Chadakolob,village,o,o,vowel,kibrikkodzasov1990,320,назализация также наблюдается в позиции между эмфатическими и простыми ларингалами,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,u,u,vowel,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,b,b,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,d,d,consonant,kibrikkodzasov1990,320,непридыхательные реализуются глухо после глухих спирантов,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,ɡ,ɡ,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,ɡʷ,ɡ˳,consonant,kibrikkodzasov1990,320,"лабиализованными бывают чаще всего велярные и увулярные. Однако имеются единичные примеры с лабиализованными всех прочих рядов, кроме губных. Лабиализованные представлены лишь в начале слога",Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,h,h,consonant,kibrikkodzasov1990,320,простой (или глоттальный) ларингал,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,ʜ,ʜ,consonant,kibrikkodzasov1990,320,"часто используется название ""эмфатические ларингалы"", эмфатические ларингалы слегка назализованы",Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,j,j,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,k',k',consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,k'ʷ,k'˳,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,kʰ,k,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,kʰʷ,k˳,consonant,kibrikkodzasov1990,320,"но вообще в [Кибрик, Кодзасов 1990] лабиализованные отдельно не прописаны в базовой таблице шумных согласных",Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,l,l,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,ɬ,ɬ,consonant,kibrikkodzasov1990,320,латералы - апико-дорсальные,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,m,m,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,n,n,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,p',p',consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,pʰ,p,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,q',q',consonant,kibrikkodzasov1990,320,"Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант",Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,q'ʷ,q'˳,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,qʰ,q,consonant,kibrikkodzasov1990,320,"Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант",Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,qʰʷ,q˳,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,r,r,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,ʁ,ʀ,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,ʁʷ,ʁ˳,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,s,s,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,ʃ,š,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,t',t',consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,tʰ,t,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,tɬ,ʟ,consonant,kibrikkodzasov1990,320,латералы - апико-дорсальные,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,tɬ',ʟ',consonant,kibrikkodzasov1990,320,латералы - апико-дорсальные,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,ts',c',consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,tsʰ,c,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,tʃ',č',consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,tʃʰ,č,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,w,w,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,x,x,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,z,z,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,ʒ,ž,consonant,kibrikkodzasov1990,320,реализуется как [dʒ] после n,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,ʔ,ʔ,consonant,kibrikkodzasov1990,320,простой (или глоттальный) ларингал,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,ʢ,ʕ,consonant,kibrikkodzasov1990,320,"часто используется название ""эмфатические ларингалы"", эмфатические ларингалы слегка назализованы",Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,χ,χ,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
avar1256,Avar,Avar,Chadakolob,village,χʷ,χ˳,consonant,kibrikkodzasov1990,320,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,a,a,vowel,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,aː,a:,vowel,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,æː,ä:,vowel,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,æ,ä,vowel,kibrikkodzasov1990,330,слегка эпиглоттализованы (фарингализованы),Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,æⁿ,ä̃,vowel,kibrikkodzasov1990,330,назализация распространяется на соседние гласные через глайды и ʁ,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,aⁿ,ã,vowel,kibrikkodzasov1990,330,назализация распространяется на соседние гласные через глайды и ʁ,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,e,e,vowel,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,eⁿ,ẽ,vowel,kibrikkodzasov1990,330,назализация распространяется на соседние гласные через глайды и ʁ,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,i,i,vowel,kibrikkodzasov1990,330,редко встречается в конце слова в неодносложных словах,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,iː,i:,vowel,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,iⁿ,ĩ,vowel,kibrikkodzasov1990,330,назализация распространяется на соседние гласные через глайды и ʁ,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,o,o,vowel,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,ø,ö,vowel,kibrikkodzasov1990,330,слегка эпиглоттализованы (фарингализованы),Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,oː,o:,vowel,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,oⁿ,õ,vowel,kibrikkodzasov1990,330,назализация распространяется на соседние гласные через глайды и ʁ,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,u,u,vowel,kibrikkodzasov1990,330,отсутствует в неодносложных словах в конце слова,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,uː,u:,vowel,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,uⁿ,ũ,vowel,kibrikkodzasov1990,330,назализация распространяется на соседние гласные через глайды и ʁ,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,uːⁿ,ũ:,vowel,kibrikkodzasov1990,330,назализация распространяется на соседние гласные через глайды и ʁ,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,y,ü,vowel,kibrikkodzasov1990,330,слегка эпиглоттализованы (фарингализованы),Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,yⁿ,ü̃,vowel,kibrikkodzasov1990,330,назализация распространяется на соседние гласные через глайды и ʁ,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,b,b,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,d,d,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,ɡ,g,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,h,h,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,ʜ,ʜ,consonant,kibrikkodzasov1990,330,"редкая фонема, но исконная",Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,j,j,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,kʰ,k,consonant,kibrikkodzasov1990,330,глухие смычные имеют незначительное придыхание,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,k',k',consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,l,l,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,ɬ,ɫ,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,m,m,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,n,n,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,pʰ,p,consonant,kibrikkodzasov1990,330,глухие смычные имеют незначительное придыхание,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,p',p',consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,qʰ,q,consonant,kibrikkodzasov1990,330,"Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,q',q',consonant,kibrikkodzasov1990,330,"Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,r,r,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,ʁ,ʀ,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,s,s,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,ʃ,š,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,tʰ,t,consonant,kibrikkodzasov1990,330,глухие смычные имеют незначительное придыхание,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,t',t',consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,tɬ,ʟ,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,tɬ',ʟ',consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,tsʰ,c,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,ts',c',consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,tʃʰ,č,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,tʃ',č',consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,w,w,consonant,kibrikkodzasov1990,330,w = [β] перед нелабиализованными гласными,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,z,z,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,ʒ,ž,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,ʔ,ʔ,consonant,kibrikkodzasov1990,330,"встречается как в начале, так и в конце слога",Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,ʢ,ʕ,consonant,kibrikkodzasov1990,330,"редкая фонема, но исконная",Viola Ivanova,2017.05.06
bezh1248,Bezhta,Bezhta,Tlyadal,village,χ,χ,consonant,kibrikkodzasov1990,330,,Viola Ivanova,2017.05.06
budu1248,Budukh,Budukh,Budug,village,a,a,vowel,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,æ,ä,vowel,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,e,e,vowel,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ə,ə,vowel,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,i,i,vowel,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ɨ,ɨ,vowel,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ø,ö,vowel,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,u,u,vowel,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,y,ü,vowel,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,b,b,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,d,d,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,dʒ,ǯ,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ɡ,ɡ,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ɢ,ɢ,consonant,kibrikkodzasov1990,345,"ɢ и q̄ находятся в дополнительном распределении: ɢ в начале слова, q̄ --- в интервокальной позиции",George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ɣ,ɡ̌,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,h,h,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ʜ,ʜ,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,j,j,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,kʰ,k,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,k',k',consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,l,l,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,m,m,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,n,n,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,pʰ,p,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,p',p',consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,qʰ,q,consonant,kibrikkodzasov1990,345,"Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,q',q',consonant,kibrikkodzasov1990,345,"Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,r,r,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ʁ,ʀ,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,s,s,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ʃ,š,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,tʰ,t,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,t',t',consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,tsʰ,c,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ts',c',consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,tʃʰ,č,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,tʃ',č',consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,v,v,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,w,w,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,x,x,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,z,z,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ʒ,ž,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ʔ,ʔ,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ʡ,ʡ,consonant,kibrikkodzasov1990,345,ʡ --- редкая фонема,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,ʢ,ʕ,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
budu1248,Budukh,Budukh,Budug,village,χ,χ,consonant,kibrikkodzasov1990,345,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,a,a,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,aː,a:,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,aːⁿ,ã:,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,aⁿ,ã,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,e,e,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,eː,e:,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,eⁿ,ẽ,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,i,i,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,iː,i:,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,iːⁿ,ĩ:,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,iⁿ,ĩ,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,o,o,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,u,u,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,uː,u:,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,uːⁿ,ũ:,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,uⁿ,ũ,vowel,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,b,b,consonant,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,d,d,consonant,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,dʷ,d˳,consonant,kibrikkodzasov1990,324,"Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,dʒ,ǯ,consonant,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,dʒʷ,ǯ˳,consonant,kibrikkodzasov1990,324,"Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,ɡ,ɡ,consonant,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,ɡʷ,ɡ˳,consonant,kibrikkodzasov1990,324,"Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,h,h,consonant,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,hʷ,h˳,consonant,kibrikkodzasov1990,324,"Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,ʜ,ʜ,consonant,kibrikkodzasov1990,324,Согласные ʕ и ʜ встречаются лишь в заимствованиях и звукоподражаниях.,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,j,j,consonant,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,k',k',consonant,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,k'ʷ,k'˳,consonant,kibrikkodzasov1990,324,"Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,kʰ,k,consonant,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,kʰʷ,k˳,consonant,kibrikkodzasov1990,324,"Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,l,l,consonant,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,lʷ,l˳,consonant,kibrikkodzasov1990,324,"Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,ɬ,ɫ,consonant,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,ɬː,ɫ̄,consonant,kibrikkodzasov1990,324,,George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,ɬːʷ,ɫ̄˳,consonant,kibrikkodzasov1990,324,"Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",George Moroz,2017.05.06
cham1309,Chamalal,Chamalal,Gigatl',village,ɬʷ,ɫ˳,consonant,kibrikkodzasov1990,324,"Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",George Moroz,2017.05.06
